Img1,Img2,rmse
ART_2020004_021021.FR,ART_2020004_022021.FR,0.0
ART_2020004_022021.FR,ART_2020004_023021.FR,0.0
ART_2020004_023021.FR,ART_2020004_024021.FR,0.0
ART_2020004_024021.FR,ART_2020004_025021.FR,0.0
ART_2020004_025021.FR,ART_2020004_030021.FR,0.0
ART_2020004_030021.FR,ART_2020004_031021.FR,0.0
ART_2020004_031021.FR,ART_2020004_032021.FR,0.0
ART_2020004_032021.FR,ART_2020004_033021.FR,0.0
ART_2020004_033021.FR,ART_2020004_034021.FR,0.0
ART_2020004_034021.FR,ART_2020004_035021.FR,0.0
ART_2020004_035021.FR,ART_2020004_040021.FR,0.0
ART_2020004_040021.FR,ART_2020004_041021.FR,0.0
ART_2020004_041021.FR,ART_2020004_042021.FR,0.0
ART_2020004_042021.FR,ART_2020004_043021.FR,0.0
ART_2020004_043021.FR,ART_2020004_044021.FR,0.0
ART_2020004_044021.FR,ART_2020004_045021.FR,0.0
ART_2020004_045021.FR,ART_2020004_050021.FR,0.0
ART_2020004_050021.FR,ART_2020004_051021.FR,0.0
ART_2020004_051021.FR,ART_2020004_052021.FR,0.0
ART_2020004_052021.FR,ART_2020004_053021.FR,0.0
ART_2020004_053021.FR,ART_2020004_054021.FR,0.0
ART_2020004_054021.FR,ART_2020004_055021.FR,0.0
ART_2020004_055021.FR,ART_2020004_060021.FR,0.0
ART_2020004_060021.FR,ART_2020004_061021.FR,0.0
ART_2020004_061021.FR,ART_2020004_062021.FR,0.0
ART_2020004_062021.FR,ART_2020004_063021.FR,0.0
ART_2020004_063021.FR,ART_2020004_064021.FR,0.0
ART_2020004_064021.FR,ART_2020004_065021.FR,0.0
ART_2020004_065021.FR,ART_2020004_070021.FR,0.0
ART_2020004_070021.FR,ART_2020004_071021.FR,0.0
ART_2020004_071021.FR,ART_2020004_072021.FR,0.0
ART_2020004_072021.FR,ART_2020004_073021.FR,0.0
ART_2020004_073021.FR,ART_2020004_074021.FR,0.0
ART_2020004_074021.FR,ART_2020004_075021.FR,0.0
ART_2020004_075021.FR,ART_2020004_080021.FR,0.0
ART_2020004_080021.FR,ART_2020004_081021.FR,0.0
ART_2020004_081021.FR,ART_2020004_082021.FR,2.4211316
ART_2020004_082021.FR,ART_2020004_083021.FR,12.481678
ART_2020004_083021.FR,ART_2020004_084021.FR,17.803183
ART_2020004_084021.FR,ART_2020004_085021.FR,18.473873
ART_2020004_085021.FR,ART_2020004_090021.FR,17.389921
ART_2020004_090021.FR,ART_2020004_091021.FR,17.881609
ART_2020004_091021.FR,ART_2020004_092021.FR,17.939445
ART_2020004_092021.FR,ART_2020004_093021.FR,15.897786
ART_2020004_093021.FR,ART_2020004_094021.FR,15.9300165
ART_2020004_094021.FR,ART_2020004_095021.FR,15.405239
ART_2020004_095021.FR,ART_2020004_100021.FR,14.123749
ART_2020004_100021.FR,ART_2020004_101021.FR,12.951157
ART_2020004_101021.FR,ART_2020004_102021.FR,11.972826
ART_2020004_102021.FR,ART_2020004_103021.FR,11.7901745
ART_2020004_103021.FR,ART_2020004_104021.FR,11.572541
ART_2020004_104021.FR,ART_2020004_105021.FR,11.23401
ART_2020004_105021.FR,ART_2020004_110021.FR,10.364827
ART_2020004_110021.FR,ART_2020004_111021.FR,9.56521
ART_2020004_111021.FR,ART_2020004_112021.FR,9.273165
ART_2020004_112021.FR,ART_2020004_113021.FR,9.0353365
ART_2020004_113021.FR,ART_2020004_114021.FR,8.780174
ART_2020004_114021.FR,ART_2020004_115021.FR,8.5974045
ART_2020004_115021.FR,ART_2020004_120021.FR,8.4075775
ART_2020004_120021.FR,ART_2020004_121021.FR,8.276185
ART_2020004_121021.FR,ART_2020004_122021.FR,8.126716
ART_2020004_122021.FR,ART_2020004_123021.FR,8.085073
ART_2020004_123021.FR,ART_2020004_124021.FR,8.024601
ART_2020004_124021.FR,ART_2020004_125021.FR,8.028729
ART_2020004_125021.FR,ART_2020004_130021.FR,8.069811
ART_2020004_130021.FR,ART_2020004_131021.FR,8.118812
ART_2020004_131021.FR,ART_2020004_132021.FR,8.181655
ART_2020004_132021.FR,ART_2020004_133021.FR,8.262549
ART_2020004_133021.FR,ART_2020004_134021.FR,8.318042
ART_2020004_134021.FR,ART_2020004_135021.FR,8.453057
ART_2020004_135021.FR,ART_2020004_140021.FR,8.543042
ART_2020004_140021.FR,ART_2020004_141021.FR,8.750441
ART_2020004_141021.FR,ART_2020004_142021.FR,8.954069
ART_2020004_142021.FR,ART_2020004_143021.FR,9.207761
ART_2020004_143021.FR,ART_2020004_144021.FR,9.488356
ART_2020004_144021.FR,ART_2020004_145021.FR,9.831244
ART_2020004_145021.FR,ART_2020004_150021.FR,10.276764
ART_2020004_150021.FR,ART_2020004_151021.FR,10.596359
ART_2020004_151021.FR,ART_2020004_152021.FR,10.998797
ART_2020004_152021.FR,ART_2020004_153021.FR,11.1786175
ART_2020004_153021.FR,ART_2020004_154021.FR,11.239539
ART_2020004_154021.FR,ART_2020004_155021.FR,11.216158
ART_2020004_155021.FR,ART_2020004_160021.FR,11.243508
ART_2020004_160021.FR,ART_2020004_161021.FR,11.25712
ART_2020004_161021.FR,ART_2020004_162021.FR,11.357252
ART_2020004_162021.FR,ART_2020004_163021.FR,11.481017
ART_2020004_163021.FR,ART_2020004_164021.FR,11.518628
ART_2020004_164021.FR,ART_2020004_165021.FR,11.638073
ART_2020004_165021.FR,ART_2020004_170021.FR,11.762046
ART_2020004_170021.FR,ART_2020004_171021.FR,11.806293
ART_2020004_171021.FR,ART_2020004_172021.FR,11.897337
ART_2020004_172021.FR,ART_2020004_173021.FR,11.9684725
ART_2020004_173021.FR,ART_2020004_174021.FR,12.061193
ART_2020004_174021.FR,ART_2020004_175021.FR,12.146297
ART_2020004_175021.FR,ART_2020004_180021.FR,12.22171
ART_2020004_180021.FR,ART_2020004_181021.FR,12.331134
ART_2020004_181021.FR,ART_2020004_182021.FR,12.440067
ART_2020004_182021.FR,ART_2020004_183021.FR,12.562876
ART_2020004_183021.FR,ART_2020004_184021.FR,12.698996
ART_2020004_184021.FR,ART_2020004_185021.FR,12.79006
ART_2020004_185021.FR,ART_2020004_190021.FR,12.914848
ART_2020004_190021.FR,ART_2020004_191021.FR,12.9147215
ART_2020004_191021.FR,ART_2020004_192021.FR,12.889063
ART_2020004_192021.FR,ART_2020004_193021.FR,12.8379345
ART_2020004_193021.FR,ART_2020004_194021.FR,12.813763
ART_2020004_194021.FR,ART_2020004_195021.FR,12.787344
ART_2020004_195021.FR,ART_2020004_200021.FR,12.805814
ART_2020004_200021.FR,ART_2020004_201021.FR,12.947861
ART_2020004_201021.FR,ART_2020004_202021.FR,13.05789
ART_2020004_202021.FR,ART_2020004_203021.FR,13.194936
ART_2020004_203021.FR,ART_2020004_204021.FR,13.349306
ART_2020004_204021.FR,ART_2020004_205021.FR,13.523134
ART_2020004_205021.FR,ART_2020004_210021.FR,13.835755
ART_2020004_210021.FR,ART_2020004_211021.FR,14.311067
ART_2020004_211021.FR,ART_2020004_212021.FR,14.275311
ART_2020004_212021.FR,ART_2020004_213021.FR,13.319139
ART_2020004_213021.FR,ART_2020004_214021.FR,12.72435
ART_2020004_214021.FR,ART_2020004_215021.FR,11.8399105
ART_2020004_215021.FR,ART_2020004_220021.FR,11.348428
ART_2020004_220021.FR,ART_2020004_221021.FR,10.853585
ART_2020004_221021.FR,ART_2020004_222021.FR,11.41731
ART_2020004_222021.FR,ART_2020004_223021.FR,12.185205
ART_2020004_223021.FR,ART_2020004_224021.FR,11.525243
ART_2020004_224021.FR,ART_2020004_225021.FR,8.853452
ART_2020004_225021.FR,ART_2020004_230021.FR,8.945031
ART_2020004_230021.FR,ART_2020004_231021.FR,6.611705
ART_2020004_231021.FR,ART_2020004_232021.FR,3.365681
ART_2020004_232021.FR,ART_2020004_233021.FR,1.6688778
ART_2020004_233021.FR,ART_2020004_234021.FR,1.5024871
ART_2020004_234021.FR,ART_2020004_235021.FR,0.0
ART_2020004_235021.FR,ART_2020005_000021.FR,0.0
ART_2020005_000021.FR,ART_2020005_001021.FR,0.0
ART_2020005_001021.FR,ART_2020005_002021.FR,0.0
ART_2020005_002021.FR,ART_2020005_003021.FR,0.0
ART_2020005_003021.FR,ART_2020005_004021.FR,0.0
ART_2020005_004021.FR,ART_2020005_005021.FR,0.0
ART_2020005_005021.FR,ART_2020005_010021.FR,0.0
ART_2020005_010021.FR,ART_2020005_011021.FR,0.0
ART_2020005_011021.FR,ART_2020005_012021.FR,0.0
ART_2020005_012021.FR,ART_2020005_013021.FR,0.0
ART_2020005_013021.FR,ART_2020005_014021.FR,0.0
ART_2020005_014021.FR,ART_2020005_015021.FR,0.0
ART_2020005_015021.FR,ART_2020005_020021.FR,0.0
ART_2020005_020021.FR,ART_2020005_021021.FR,0.0
ART_2020005_021021.FR,ART_2020005_022021.FR,0.0
ART_2020005_022021.FR,ART_2020005_023021.FR,0.0
ART_2020005_023021.FR,ART_2020005_024021.FR,0.0
ART_2020005_024021.FR,ART_2020005_025021.FR,0.0
ART_2020005_025021.FR,ART_2020005_030021.FR,0.0
ART_2020005_030021.FR,ART_2020005_031021.FR,0.0
ART_2020005_031021.FR,ART_2020005_032021.FR,0.0
ART_2020005_032021.FR,ART_2020005_033021.FR,0.0
ART_2020005_033021.FR,ART_2020005_034021.FR,0.0
ART_2020005_034021.FR,ART_2020005_035021.FR,0.0
ART_2020005_035021.FR,ART_2020005_040021.FR,0.0
ART_2020005_040021.FR,ART_2020005_041021.FR,0.0
ART_2020005_041021.FR,ART_2020005_042021.FR,0.0
ART_2020005_042021.FR,ART_2020005_043021.FR,0.0
ART_2020005_043021.FR,ART_2020005_044021.FR,0.0
ART_2020005_044021.FR,ART_2020005_045021.FR,0.0
ART_2020005_045021.FR,ART_2020005_050021.FR,0.0
ART_2020005_050021.FR,ART_2020005_051021.FR,0.0
ART_2020005_051021.FR,ART_2020005_052021.FR,0.0
ART_2020005_052021.FR,ART_2020005_053021.FR,0.0
ART_2020005_053021.FR,ART_2020005_054021.FR,0.0
ART_2020005_054021.FR,ART_2020005_055021.FR,0.0
ART_2020005_055021.FR,ART_2020005_060021.FR,0.0
ART_2020005_060021.FR,ART_2020005_061021.FR,0.0
ART_2020005_061021.FR,ART_2020005_062021.FR,0.0
ART_2020005_062021.FR,ART_2020005_063021.FR,0.0
ART_2020005_063021.FR,ART_2020005_064021.FR,0.0
ART_2020005_064021.FR,ART_2020005_065021.FR,0.0
ART_2020005_065021.FR,ART_2020005_070021.FR,0.0
ART_2020005_070021.FR,ART_2020005_071021.FR,0.0
ART_2020005_071021.FR,ART_2020005_072021.FR,0.0
ART_2020005_072021.FR,ART_2020005_073021.FR,0.0
ART_2020005_073021.FR,ART_2020005_074021.FR,0.0
ART_2020005_074021.FR,ART_2020005_075021.FR,0.0
ART_2020005_075021.FR,ART_2020005_080021.FR,0.0
ART_2020005_080021.FR,ART_2020005_081021.FR,0.0
ART_2020005_081021.FR,ART_2020005_082021.FR,1.8748467
ART_2020005_082021.FR,ART_2020005_083021.FR,10.254624
ART_2020005_083021.FR,ART_2020005_084021.FR,16.943497
ART_2020005_084021.FR,ART_2020005_085021.FR,18.45169
ART_2020005_085021.FR,ART_2020005_090021.FR,19.925901
ART_2020005_090021.FR,ART_2020005_091021.FR,19.808691
ART_2020005_091021.FR,ART_2020005_092021.FR,18.460814
ART_2020005_092021.FR,ART_2020005_093021.FR,17.722725
ART_2020005_093021.FR,ART_2020005_094021.FR,17.01222
ART_2020005_094021.FR,ART_2020005_095021.FR,16.149357
ART_2020005_095021.FR,ART_2020005_100021.FR,15.807117
ART_2020005_100021.FR,ART_2020005_101021.FR,14.497126
ART_2020005_101021.FR,ART_2020005_102021.FR,13.769614
ART_2020005_102021.FR,ART_2020005_103021.FR,12.98774
ART_2020005_103021.FR,ART_2020005_104021.FR,12.725505
ART_2020005_104021.FR,ART_2020005_105021.FR,12.013717
ART_2020005_105021.FR,ART_2020005_110021.FR,11.347938
ART_2020005_110021.FR,ART_2020005_111021.FR,10.798216
ART_2020005_111021.FR,ART_2020005_112021.FR,10.380401
ART_2020005_112021.FR,ART_2020005_113021.FR,10.07964
ART_2020005_113021.FR,ART_2020005_114021.FR,9.859785
ART_2020005_114021.FR,ART_2020005_115021.FR,9.631966
ART_2020005_115021.FR,ART_2020005_120021.FR,9.444968
ART_2020005_120021.FR,ART_2020005_121021.FR,9.312464
ART_2020005_121021.FR,ART_2020005_122021.FR,9.194879
ART_2020005_122021.FR,ART_2020005_123021.FR,9.1159935
ART_2020005_123021.FR,ART_2020005_124021.FR,9.011217
ART_2020005_124021.FR,ART_2020005_125021.FR,8.9315405
ART_2020005_125021.FR,ART_2020005_130021.FR,8.844518
ART_2020005_130021.FR,ART_2020005_131021.FR,8.833105
ART_2020005_131021.FR,ART_2020005_132021.FR,8.863855
ART_2020005_132021.FR,ART_2020005_133021.FR,8.9527855
ART_2020005_133021.FR,ART_2020005_134021.FR,9.045944
ART_2020005_134021.FR,ART_2020005_135021.FR,9.147801
ART_2020005_135021.FR,ART_2020005_140021.FR,9.30291
ART_2020005_140021.FR,ART_2020005_141021.FR,9.481091
ART_2020005_141021.FR,ART_2020005_142021.FR,9.653948
ART_2020005_142021.FR,ART_2020005_143021.FR,9.841604
ART_2020005_143021.FR,ART_2020005_144021.FR,10.119198
ART_2020005_144021.FR,ART_2020005_145021.FR,10.395416
ART_2020005_145021.FR,ART_2020005_150021.FR,10.729612
ART_2020005_150021.FR,ART_2020005_151021.FR,11.146988
ART_2020005_151021.FR,ART_2020005_152021.FR,11.419695
ART_2020005_152021.FR,ART_2020005_153021.FR,11.702865
ART_2020005_153021.FR,ART_2020005_154021.FR,11.763014
ART_2020005_154021.FR,ART_2020005_155021.FR,11.817133
ART_2020005_155021.FR,ART_2020005_160021.FR,11.879456
ART_2020005_160021.FR,ART_2020005_161021.FR,11.940749
ART_2020005_161021.FR,ART_2020005_162021.FR,12.049262
ART_2020005_162021.FR,ART_2020005_163021.FR,12.158818
ART_2020005_163021.FR,ART_2020005_164021.FR,12.230616
ART_2020005_164021.FR,ART_2020005_165021.FR,12.288114
ART_2020005_165021.FR,ART_2020005_170021.FR,12.363161
ART_2020005_170021.FR,ART_2020005_171021.FR,12.399403
ART_2020005_171021.FR,ART_2020005_172021.FR,12.439763
ART_2020005_172021.FR,ART_2020005_173021.FR,12.479193
ART_2020005_173021.FR,ART_2020005_174021.FR,12.489795
ART_2020005_174021.FR,ART_2020005_175021.FR,12.622245
ART_2020005_175021.FR,ART_2020005_180021.FR,12.72832
ART_2020005_180021.FR,ART_2020005_181021.FR,12.771239
ART_2020005_181021.FR,ART_2020005_182021.FR,12.846014
ART_2020005_182021.FR,ART_2020005_183021.FR,12.920475
ART_2020005_183021.FR,ART_2020005_184021.FR,13.085627
ART_2020005_184021.FR,ART_2020005_185021.FR,13.112692
ART_2020005_185021.FR,ART_2020005_190021.FR,13.243162
ART_2020005_190021.FR,ART_2020005_191021.FR,13.239206
ART_2020005_191021.FR,ART_2020005_192021.FR,13.216737
ART_2020005_192021.FR,ART_2020005_193021.FR,13.055971
ART_2020005_193021.FR,ART_2020005_194021.FR,12.895482
ART_2020005_194021.FR,ART_2020005_195021.FR,12.830257
ART_2020005_195021.FR,ART_2020005_200021.FR,12.80067
ART_2020005_200021.FR,ART_2020005_201021.FR,12.803432
ART_2020005_201021.FR,ART_2020005_202021.FR,12.850038
ART_2020005_202021.FR,ART_2020005_203021.FR,12.949367
ART_2020005_203021.FR,ART_2020005_204021.FR,12.981742
ART_2020005_204021.FR,ART_2020005_205021.FR,13.111457
ART_2020005_205021.FR,ART_2020005_210021.FR,13.446828
ART_2020005_210021.FR,ART_2020005_211021.FR,13.426173
ART_2020005_211021.FR,ART_2020005_212021.FR,13.226242
ART_2020005_212021.FR,ART_2020005_213021.FR,12.27665
ART_2020005_213021.FR,ART_2020005_214021.FR,12.394448
ART_2020005_214021.FR,ART_2020005_215021.FR,11.566768
ART_2020005_215021.FR,ART_2020005_220021.FR,11.706231
ART_2020005_220021.FR,ART_2020005_221021.FR,11.700766
ART_2020005_221021.FR,ART_2020005_222021.FR,12.319743
ART_2020005_222021.FR,ART_2020005_223021.FR,13.103584
ART_2020005_223021.FR,ART_2020005_224021.FR,13.909348
ART_2020005_224021.FR,ART_2020005_225021.FR,13.04655
ART_2020005_225021.FR,ART_2020005_230021.FR,8.6130085
ART_2020005_230021.FR,ART_2020005_231021.FR,7.198547
ART_2020005_231021.FR,ART_2020005_232021.FR,5.7918816
ART_2020005_232021.FR,ART_2020005_233021.FR,5.7034435
ART_2020005_233021.FR,ART_2020005_234021.FR,1.5158159
ART_2020005_234021.FR,ART_2020005_235021.FR,0.0
ART_2020005_235021.FR,ART_2020006_000021.FR,0.0
ART_2020006_000021.FR,ART_2020006_001021.FR,0.0
ART_2020006_001021.FR,ART_2020006_002021.FR,0.0
ART_2020006_002021.FR,ART_2020006_003021.FR,0.0
ART_2020006_003021.FR,ART_2020006_004021.FR,0.0
ART_2020006_004021.FR,ART_2020006_005021.FR,0.0
ART_2020006_005021.FR,ART_2020006_010021.FR,0.0
ART_2020006_010021.FR,ART_2020006_011021.FR,0.0
ART_2020006_011021.FR,ART_2020006_012021.FR,0.0
ART_2020006_012021.FR,ART_2020006_013021.FR,0.0
ART_2020006_013021.FR,ART_2020006_014021.FR,0.0
ART_2020006_014021.FR,ART_2020006_015021.FR,0.0
ART_2020006_015021.FR,ART_2020006_020021.FR,0.0
ART_2020006_020021.FR,ART_2020006_021021.FR,0.0
ART_2020006_021021.FR,ART_2020006_022021.FR,0.0
ART_2020006_022021.FR,ART_2020006_023021.FR,0.0
ART_2020006_023021.FR,ART_2020006_024021.FR,0.0
ART_2020006_024021.FR,ART_2020006_025021.FR,0.0
ART_2020006_025021.FR,ART_2020006_030021.FR,0.0
ART_2020006_030021.FR,ART_2020006_031021.FR,0.0
ART_2020006_031021.FR,ART_2020006_032021.FR,0.0
ART_2020006_032021.FR,ART_2020006_033021.FR,0.0
ART_2020006_033021.FR,ART_2020006_034021.FR,0.0
ART_2020006_034021.FR,ART_2020006_035021.FR,0.0
ART_2020006_035021.FR,ART_2020006_040021.FR,0.0
ART_2020006_040021.FR,ART_2020006_041021.FR,0.0
ART_2020006_041021.FR,ART_2020006_042021.FR,0.0
ART_2020006_042021.FR,ART_2020006_043021.FR,0.0
ART_2020006_043021.FR,ART_2020006_044021.FR,0.0
ART_2020006_044021.FR,ART_2020006_045021.FR,0.0
ART_2020006_045021.FR,ART_2020006_050021.FR,0.0
ART_2020006_050021.FR,ART_2020006_051021.FR,0.0
ART_2020006_051021.FR,ART_2020006_052021.FR,0.0
ART_2020006_052021.FR,ART_2020006_053021.FR,0.0
ART_2020006_053021.FR,ART_2020006_054021.FR,0.0
ART_2020006_054021.FR,ART_2020006_055021.FR,0.0
ART_2020006_055021.FR,ART_2020006_060021.FR,0.0
ART_2020006_060021.FR,ART_2020006_061021.FR,0.0
ART_2020006_061021.FR,ART_2020006_062021.FR,0.0
ART_2020006_062021.FR,ART_2020006_063021.FR,0.0
ART_2020006_063021.FR,ART_2020006_064021.FR,0.0
ART_2020006_064021.FR,ART_2020006_065021.FR,0.0
ART_2020006_065021.FR,ART_2020006_070021.FR,0.0
ART_2020006_070021.FR,ART_2020006_071021.FR,0.0
ART_2020006_071021.FR,ART_2020006_072021.FR,0.0
ART_2020006_072021.FR,ART_2020006_073021.FR,0.0
ART_2020006_073021.FR,ART_2020006_074021.FR,0.0
ART_2020006_074021.FR,ART_2020006_075021.FR,0.0
ART_2020006_075021.FR,ART_2020006_080021.FR,0.0
ART_2020006_080021.FR,ART_2020006_081021.FR,0.0
ART_2020006_081021.FR,ART_2020006_082021.FR,1.2128985
ART_2020006_082021.FR,ART_2020006_083021.FR,11.297405
ART_2020006_083021.FR,ART_2020006_084021.FR,15.148256
ART_2020006_084021.FR,ART_2020006_085021.FR,16.7264
ART_2020006_085021.FR,ART_2020006_090021.FR,19.929575
ART_2020006_090021.FR,ART_2020006_091021.FR,21.40292
ART_2020006_091021.FR,ART_2020006_092021.FR,21.00891
ART_2020006_092021.FR,ART_2020006_093021.FR,20.249264
ART_2020006_093021.FR,ART_2020006_094021.FR,17.62253
ART_2020006_094021.FR,ART_2020006_095021.FR,17.253162
ART_2020006_095021.FR,ART_2020006_100021.FR,17.358915
ART_2020006_100021.FR,ART_2020006_101021.FR,16.2396
ART_2020006_101021.FR,ART_2020006_102021.FR,15.999754
ART_2020006_102021.FR,ART_2020006_103021.FR,14.550206
ART_2020006_103021.FR,ART_2020006_104021.FR,13.4898815
ART_2020006_104021.FR,ART_2020006_105021.FR,12.922712
ART_2020006_105021.FR,ART_2020006_110021.FR,12.305318
ART_2020006_110021.FR,ART_2020006_111021.FR,11.761168
ART_2020006_111021.FR,ART_2020006_112021.FR,11.322241
ART_2020006_112021.FR,ART_2020006_113021.FR,10.996098
ART_2020006_113021.FR,ART_2020006_114021.FR,10.732327
ART_2020006_114021.FR,ART_2020006_115021.FR,10.4720955
ART_2020006_115021.FR,ART_2020006_120021.FR,10.252425
ART_2020006_120021.FR,ART_2020006_121021.FR,10.068867
ART_2020006_121021.FR,ART_2020006_122021.FR,9.999469
ART_2020006_122021.FR,ART_2020006_123021.FR,9.848062
ART_2020006_123021.FR,ART_2020006_124021.FR,9.803084
ART_2020006_124021.FR,ART_2020006_125021.FR,9.830492
ART_2020006_125021.FR,ART_2020006_130021.FR,9.769448
ART_2020006_130021.FR,ART_2020006_131021.FR,9.795175
ART_2020006_131021.FR,ART_2020006_132021.FR,9.769139
ART_2020006_132021.FR,ART_2020006_133021.FR,9.831771
ART_2020006_133021.FR,ART_2020006_134021.FR,9.90128
ART_2020006_134021.FR,ART_2020006_135021.FR,9.971242
ART_2020006_135021.FR,ART_2020006_140021.FR,10.053955
ART_2020006_140021.FR,ART_2020006_141021.FR,10.191621
ART_2020006_141021.FR,ART_2020006_142021.FR,10.37552
ART_2020006_142021.FR,ART_2020006_143021.FR,10.532769
ART_2020006_143021.FR,ART_2020006_144021.FR,10.701634
ART_2020006_144021.FR,ART_2020006_145021.FR,11.054659
ART_2020006_145021.FR,ART_2020006_150021.FR,11.371632
ART_2020006_150021.FR,ART_2020006_151021.FR,11.753402
ART_2020006_151021.FR,ART_2020006_152021.FR,12.133867
ART_2020006_152021.FR,ART_2020006_153021.FR,12.374514
ART_2020006_153021.FR,ART_2020006_154021.FR,12.466661
ART_2020006_154021.FR,ART_2020006_155021.FR,12.532705
ART_2020006_155021.FR,ART_2020006_160021.FR,12.539713
ART_2020006_160021.FR,ART_2020006_161021.FR,12.730653
ART_2020006_161021.FR,ART_2020006_162021.FR,12.946674
ART_2020006_162021.FR,ART_2020006_163021.FR,13.030676
ART_2020006_163021.FR,ART_2020006_164021.FR,13.217388
ART_2020006_164021.FR,ART_2020006_165021.FR,13.256859
ART_2020006_165021.FR,ART_2020006_170021.FR,13.342577
ART_2020006_170021.FR,ART_2020006_171021.FR,13.459884
ART_2020006_171021.FR,ART_2020006_172021.FR,13.539137
ART_2020006_172021.FR,ART_2020006_173021.FR,13.516591
ART_2020006_173021.FR,ART_2020006_174021.FR,13.536513
ART_2020006_174021.FR,ART_2020006_175021.FR,13.564821
ART_2020006_175021.FR,ART_2020006_180021.FR,13.514505
ART_2020006_180021.FR,ART_2020006_181020.FR,13.574288
ART_2020006_181020.FR,ART_2020006_182020.FR,13.6441765
ART_2020006_182020.FR,ART_2020006_183020.FR,13.659196
ART_2020006_183020.FR,ART_2020006_184020.FR,13.73868
ART_2020006_184020.FR,ART_2020006_185020.FR,13.816566
ART_2020006_185020.FR,ART_2020006_190020.FR,13.911827
ART_2020006_190020.FR,ART_2020006_191020.FR,13.859641
ART_2020006_191020.FR,ART_2020006_192020.FR,13.670233
ART_2020006_192020.FR,ART_2020006_193020.FR,13.508819
ART_2020006_193020.FR,ART_2020006_194020.FR,13.276199
ART_2020006_194020.FR,ART_2020006_195020.FR,13.147382
ART_2020006_195020.FR,ART_2020006_200020.FR,12.9781885
ART_2020006_200020.FR,ART_2020006_201020.FR,12.913318
ART_2020006_201020.FR,ART_2020006_202020.FR,12.827691
ART_2020006_202020.FR,ART_2020006_203020.FR,12.719449
ART_2020006_203020.FR,ART_2020006_204020.FR,12.730128
ART_2020006_204020.FR,ART_2020006_205020.FR,12.719323
ART_2020006_205020.FR,ART_2020006_210020.FR,13.0913105
ART_2020006_210020.FR,ART_2020006_211020.FR,12.722954
ART_2020006_211020.FR,ART_2020006_212020.FR,12.420715
ART_2020006_212020.FR,ART_2020006_213020.FR,12.145733
ART_2020006_213020.FR,ART_2020007_001020.FR,30.75353
ART_2020007_001020.FR,ART_2020007_002020.FR,0.0
ART_2020007_002020.FR,ART_2020007_003020.FR,0.0
ART_2020007_003020.FR,ART_2020007_004020.FR,0.0
ART_2020007_004020.FR,ART_2020007_005020.FR,0.0
ART_2020007_005020.FR,ART_2020007_010020.FR,0.0
